iter	Passed	Remaining
338	1250	2437
339	1252	2432
340	1256	2427
341	1259	2423
342	1262	2418
343	1265	2412
344	1267	2407
345	1272	2405
346	1275	2400
347	1278	2395
348	1281	2390
349	1284	2386
350	1288	2382
351	1291	2377
352	1294	2372
353	1297	2367
354	1299	2360
355	1302	2356
356	1305	2350
357	1308	2346
358	1311	2341
359	1314	2336
360	1317	2332
361	1320	2327
362	1323	2322
363	1326	2318
364	1329	2313
365	1332	2307
366	1335	2303
367	1338	2299
368	1342	2295
369	1345	2291
370	1350	2288
371	1354	2285
372	1357	2282
373	1361	2278
374	1364	2274
375	1368	2271
376	1372	2267
377	1377	2266
378	1381	2262
379	1385	2259
380	1388	2255
381	1392	2252
382	1395	2248
383	1398	2243
384	1401	2239
385	1405	2235
386	1409	2232
387	1413	2229
388	1416	2225
389	1420	2221
390	1424	2217
391	1427	2214
392	1430	2208
393	1432	2202
394	1435	2198
395	1439	2195
396	1442	2191
397	1446	2187
398	1449	2183
399	1453	2180
400	1457	2177
401	1460	2173
402	1463	2167
403	1466	2163
404	1471	2161
405	1474	2157
406	1478	2153
407	1481	2149
408	1485	2146
409	1488	2142
410	1492	2138
411	1495	2134
412	1499	2130
413	1503	2127
414	1506	2124
415	1510	2120
416	1513	2116
417	1517	2113
418	1521	2109
419	1524	2105
420	1527	2101
421	1532	2098
422	1536	2095
423	1539	2092
424	1543	2087
425	1547	2085
426	1551	2081
427	1555	2078
428	1558	2074
429	1562	2071
430	1566	2068
431	1570	2064
432	1573	2060
433	1577	2057
434	1581	2053
435	1585	2050
436	1588	2046
437	1591	2041
438	1595	2038
439	1598	2034
440	1602	2030
441	1605	2026
442	1609	2023
443	1612	2018
444	1615	2015
445	1619	2011
446	1623	2008
447	1625	2003
448	1629	1999
449	1633	1995
450	1636	1991
451	1641	1989
452	1645	1986
453	1648	1982
454	1651	1978
455	1655	1975
456	1659	1971
457	1663	1968
458	1666	1964
459	1669	1959
460	1671	1954
461	1674	1950
462	1678	1946
463	1681	1942
464	1686	1939
465	1689	1935
466	1692	1931
467	1695	1927
468	1698	1922
469	1701	1919
470	1704	1914
471	1708	1911
472	1711	1907
473	1715	1903
474	1719	1900
475	1722	1896
476	1726	1892
477	1729	1888
478	1733	1885
479	1735	1879
480	1738	1876
481	1742	1872
482	1745	1868
483	1748	1864
484	1752	1860
485	1755	1856
486	1759	1853
487	1763	1850
488	1767	1846
489	1770	1843
490	1774	1839
491	1779	1837
492	1783	1834
493	1786	1830
494	1790	1826
495	1794	1823
496	1797	1819
497	1801	1815
498	1804	1811
499	1809	1809
500	1813	1806
501	1817	1802
502	1820	1798
503	1825	1796
504	1828	1792
505	1832	1788
506	1835	1785
507	1840	1782
508	1844	1778
509	1847	1774
510	1850	1770
511	1854	1767
512	1859	1764
513	1862	1761
514	1866	1757
515	1870	1754
516	1874	1751
517	1877	1747
518	1879	1741
519	1882	1737
520	1887	1735
521	1891	1731
522	1894	1728
523	1898	1724
524	1903	1721
525	1907	1718
526	1909	1714
527	1913	1710
528	1917	1707
529	1921	1703
530	1924	1699
531	1928	1696
532	1932	1693
533	1936	1690
534	1940	1686
535	1943	1682
536	1948	1679
537	1951	1676
538	1955	1672
539	1958	1668
540	1963	1666
541	1967	1662
542	1969	1657
543	1973	1654
544	1978	1651
545	1982	1648
546	1985	1644
547	1989	1640
548	1993	1637
549	1997	1634
550	2000	1630
551	2003	1626
552	2009	1624
553	2013	1620
554	2016	1617
555	2020	1613
556	2025	1610
557	2028	1606
558	2032	1603
559	2035	1599
560	2039	1595
561	2043	1592
562	2046	1588
563	2049	1584
564	2059	1585
565	2067	1584
566	2076	1585
567	2085	1586
568	2094	1586
569	2106	1588
570	2113	1587
571	2122	1588
572	2129	1587
573	2136	1585
574	2144	1584
575	2152	1584
576	2159	1583
577	2168	1582
578	2175	1581
579	2182	1580
580	2189	1579
581	2193	1575
582	2199	1573
583	2205	1571
584	2211	1568
585	2217	1566
586	2224	1564
587	2231	1563
588	2238	1562
589	2245	1560
590	2251	1558
591	2258	1556
592	2265	1554
593	2271	1552
594	2278	1551
595	2284	1548
596	2292	1547
597	2299	1545
598	2306	1544
599	2314	1542
600	2320	1540
601	2327	1538
602	2331	1535
603	2338	1533
604	2344	1530
605	2351	1528
606	2357	1526
607	2363	1523
608	2369	1521
609	2373	1517
610	2379	1514
611	2386	1512
612	2391	1510
613	2398	1507
614	2403	1504
615	2411	1503
616	2418	1501
617	2424	1498
618	2430	1496
619	2437	1494
620	2444	1491
621	2450	1489
622	2458	1487
623	2464	1484
624	2471	1482
625	2478	1480
626	2484	1478
627	2491	1475
628	2497	1473
629	2503	1470
630	2510	1468
631	2516	1465
632	2522	1462
633	2529	1460
634	2535	1457
635	2542	1454
636	2548	1452
637	2553	1448
638	2560	1446
639	2566	1443
640	2574	1441
641	2584	1440
642	2591	1439
643	2598	1436
644	2604	1433
645	2611	1431
646	2619	1429
647	2626	1426
648	2632	1423
649	2639	1421
650	2646	1418
651	2652	1416
652	2660	1413
653	2667	1411
654	2674	1408
655	2680	1405
656	2687	1402
657	2693	1400
658	2699	1397
659	2704	1393
660	2711	1390
661	2717	1387
662	2722	1383
663	2729	1380
664	2735	1378
665	2741	1374
666	2747	1371
667	2753	1368
668	2758	1364
669	2765	1361
670	2771	1358
671	2778	1356
672	2784	1353
673	2790	1349
674	2797	1346
675	2803	1343
676	2810	1341
677	2817	1338
678	2824	1335
679	2829	1331
680	2836	1328
681	2842	1325
682	2850	1322
683	2856	1319
684	2863	1316
685	2869	1313
686	2876	1310
687	2882	1307
688	2889	1304
689	2895	1301
690	2901	1297
691	2905	1293
692	2911	1290
693	2917	1286
694	2924	1283
695	2930	1280
696	2938	1277
697	2945	1274
698	2952	1271
699	2958	1267
700	2964	1264
701	2971	1261
702	2979	1258
703	2986	1255
704	2994	1252
705	3001	1249
706	3010	1247
707	3017	1244
708	3023	1240
709	3031	1238
710	3037	1234
711	3044	1231
712	3052	1228
713	3058	1225
714	3066	1222
715	3073	1218
716	3081	1216
717	3084	1211
718	3099	1211
719	3107	1208
720	3114	1205
721	3122	1202
722	3129	1198
723	3135	1195
724	3143	1192
725	3150	1189
726	3158	1186
727	3164	1182
728	3171	1179
729	3178	1175
730	3185	1172
731	3191	1168
732	3198	1164
733	3205	1161
734	3213	1158
735	3220	1155
736	3224	1150
737	3231	1147
738	3237	1143
739	3244	1140
740	3251	1136
741	3258	1133
742	3266	1129
743	3273	1126
744	3280	1122
745	3287	1119
746	3296	1116
747	3304	1113
748	3311	1109
749	3319	1106
750	3326	1102
751	3332	1099
752	3340	1095
753	3346	1091
754	3352	1087
755	3361	1084
756	3367	1080
757	3374	1077
758	3378	1072
759	3385	1068
760	3392	1065
761	3399	1061
762	3406	1058
763	3412	1054
764	3419	1050
765	3427	1046
766	3433	1043
767	3440	1039
768	3449	1036
769	3456	1032
770	3462	1028
771	3470	1025
772	3477	1021
773	3484	1017
774	3490	1013
775	3498	1009
776	3505	1006
777	3514	1002
778	3519	998
779	3526	994
780	3530	990
781	3537	986
782	3545	982
783	3549	977
784	3556	974
785	3563	970
786	3570	966
787	3577	962
788	3583	958
789	3591	954
790	3597	950
791	3601	945
792	3608	941
793	3614	937
794	3621	933
795	3628	929
796	3634	925
797	3640	921
798	3647	917
799	3654	913
800	3660	909
801	3666	905
802	3673	901
803	3680	897
804	3686	893
805	3692	888
806	3698	884
807	3704	880
808	3711	876
809	3717	871
810	3723	867
811	3728	863
812	3734	859
813	3741	854
814	3746	850
815	3751	846
816	3757	841
817	3764	837
818	3769	833
819	3775	828
820	3781	824
821	3788	820
822	3795	816
823	3801	811
824	3807	807
825	3811	802
826	3817	798
827	3823	794
828	3830	790
829	3837	786
830	3844	781
831	3851	777
832	3857	773
833	3863	769
834	3869	764
835	3875	760
836	3882	756
837	3887	751
838	3893	747
839	3900	742
840	3907	738
841	3915	734
842	3921	730
843	3927	726
844	3934	721
845	3940	717
846	3947	713
847	3953	708
848	3961	704
849	3967	700
850	3975	696
851	3982	691
852	3988	687
853	3995	683
854	4002	678
855	4008	674
856	4014	669
857	4021	665
858	4027	661
859	4033	656
860	4040	652
861	4046	647
862	4054	643
863	4061	639
864	4068	634
865	4074	630
866	4080	625
867	4087	621
868	4093	617
869	4099	612
870	4105	608
871	4111	603
872	4118	599
873	4124	594
874	4129	589
875	4136	585
876	4142	581
877	4149	576
878	4157	572
879	4165	567
880	4174	563
881	4181	559
882	4188	555
883	4195	550
884	4203	546
885	4210	541
886	4217	537
887	4225	532
888	4233	528
889	4243	524
890	4251	520
891	4258	515
892	4265	511
893	4272	506
894	4278	501
895	4286	497
896	4293	492
897	4300	488
898	4307	483
899	4314	479
900	4320	474
901	4327	470
902	4335	465
903	4342	461
904	4348	456
905	4354	451
906	4360	447
907	4367	442
908	4373	437
909	4379	433
910	4386	428
911	4393	423
912	4399	419
913	4406	414
914	4412	409
915	4418	405
916	4426	400
917	4432	395
918	4439	391
919	4446	386
920	4453	381
921	4459	377
922	4466	372
923	4473	367
924	4479	363
925	4487	358
926	4493	353
927	4500	349
928	4508	344
929	4516	339
930	4523	335
931	4530	330
932	4536	325
933	4544	321
934	4551	316
935	4558	311
936	4564	306
937	4571	302
938	4578	297
939	4584	292
940	4590	287
941	4598	283
942	4604	278
943	4612	273
944	4618	268
945	4625	264
946	4631	259
947	4638	254
948	4644	249
949	4650	244
950	4657	239
951	4664	235
952	4673	230
953	4681	225
954	4688	220
955	4695	216
956	4702	211
957	4710	206
958	4718	201
959	4725	196
960	4734	192
961	4741	187
962	4750	182
963	4758	177
964	4767	172
965	4774	168
966	4783	163
967	4790	158
968	4798	153
969	4805	148
970	4813	143
971	4821	138
972	4829	134
973	4838	129
974	4846	124
975	4854	119
976	4867	114
977	4877	109
978	4885	104
979	4895	99
980	4903	94
981	4911	90
982	4922	85
983	4930	80
984	4939	75
985	4948	70
986	4959	65
987	4966	60
988	4971	55
989	4976	50
990	4984	45
991	4989	40
992	4995	35
993	5000	30
994	5004	25
995	5007	20
996	5012	15
997	5016	10
998	5020	5
999	5024	0
