iter	Logloss
123	0.4946140281
124	0.4938266094
125	0.4925556373
126	0.4916619988
127	0.4907764377
128	0.4901590702
129	0.4895004617
130	0.4889925976
131	0.4880184851
132	0.4874102973
133	0.4864091392
134	0.4855062357
135	0.4845449059
136	0.483711417
137	0.4824986936
138	0.4817723233
139	0.4813013778
140	0.4804152269
141	0.4792187637
142	0.4782419865
143	0.4772392425
144	0.4765387818
145	0.4756543199
146	0.474580886
147	0.4742262208
148	0.4732493353
149	0.4724995355
150	0.4717652658
151	0.4710615465
152	0.4700800973
153	0.4694576092
154	0.4689085848
155	0.4681482529
156	0.467206244
157	0.4667321403
158	0.4659316611
159	0.4653389239
160	0.4646178718
161	0.4638335153
162	0.4631421774
163	0.462387582
164	0.4614472367
165	0.4604050116
166	0.4594778535
167	0.4588573838
168	0.4581843995
169	0.4576882996
170	0.4568930707
171	0.4563516899
172	0.4556735016
173	0.4550410221
174	0.4544103942
175	0.4536997312
176	0.4530452719
177	0.4524731126
178	0.4516283344
179	0.45074852
180	0.4499809233
181	0.4487022439
182	0.4480387494
183	0.44707151
184	0.4465323953
185	0.4458436758
186	0.4452013023
187	0.4444849791
188	0.444021003
189	0.443319906
190	0.4424295634
191	0.4419295414
192	0.4411645869
193	0.4404067256
194	0.4397140718
195	0.4390711641
196	0.4386637873
197	0.4381803313
198	0.4375671813
199	0.4368620667
200	0.4364763076
201	0.4359513484
202	0.4351662044
203	0.4346791856
204	0.4342244277
205	0.4334353033
206	0.4329029889
207	0.4324411143
208	0.4317392081
209	0.4310338007
210	0.4307828233
211	0.4301405212
212	0.4297746465
213	0.4290360542
214	0.4284850804
215	0.4282218014
216	0.427540481
217	0.4270487297
218	0.4265523446
219	0.4257968932
220	0.4255609957
221	0.425021094
222	0.4245317971
223	0.4236320014
224	0.4229393678
225	0.422400563
226	0.4219674482
227	0.4213004873
228	0.420793258
229	0.4206254546
230	0.4203899893
231	0.4200450227
232	0.4198568284
233	0.4190649236
234	0.4186151871
235	0.4184548086
236	0.4180111817
237	0.4174795851
238	0.4171794262
239	0.4167504792
240	0.4160226243
241	0.4155396929
242	0.414808877
243	0.4145395995
244	0.4143891863
245	0.4140972
246	0.4136735762
247	0.4129158382
248	0.4124517946
249	0.412328919
250	0.4117633963
251	0.4117291225
252	0.4111835027
253	0.4103626438
254	0.4097999908
255	0.4093348981
256	0.4089597882
257	0.4086097621
258	0.4081243942
259	0.4077422814
260	0.4073406921
261	0.4069200068
262	0.4068171917
263	0.4063750214
264	0.4059758456
265	0.4056248271
266	0.4047152764
267	0.4042399037
268	0.4038492128
269	0.4035965059
270	0.4032708769
271	0.4027218761
272	0.4021999424
273	0.4019134802
274	0.4015969218
275	0.4009468482
276	0.4005622962
277	0.4000120583
278	0.3995268815
279	0.3991479589
280	0.3986540227
281	0.3981607058
282	0.3978301238
283	0.3975087019
284	0.3971279505
285	0.3967227924
286	0.395961973
287	0.395610682
288	0.3955074854
289	0.3950757128
290	0.3948477558
291	0.3944565086
292	0.3939881432
293	0.3937032655
294	0.3933578855
295	0.3929335635
296	0.392543231
297	0.3918379007
298	0.3915592021
299	0.391333343
300	0.3910818899
301	0.3906575724
302	0.3902770093
303	0.3898563103
304	0.3893647002
305	0.3888405765
306	0.3885345715
307	0.3880003631
308	0.3875247456
309	0.3871686876
310	0.3867855666
311	0.3865451119
312	0.3863504881
313	0.3858965527
314	0.3853960535
315	0.3848275495
316	0.3845765182
317	0.3843886816
318	0.3838352887
319	0.3836229235
320	0.3831579255
321	0.382772183
322	0.3823762754
323	0.382303009
324	0.3817948852
325	0.3812821104
326	0.3809896859
327	0.3807231802
328	0.380670106
329	0.3804585612
330	0.379788127
331	0.3790927261
332	0.3789077595
333	0.3784522979
334	0.3781842731
335	0.3776032913
336	0.3769438131
337	0.3767353916
338	0.3761658131
339	0.3758543189
340	0.3756000423
341	0.3752546296
342	0.3747609492
343	0.374300498
344	0.3739697409
345	0.3737603852
346	0.3735503381
347	0.3731977778
348	0.3725658208
349	0.3721872199
350	0.3718328004
351	0.3713095383
352	0.3709889403
353	0.3708337344
354	0.3705948844
355	0.3703712782
356	0.3699878904
357	0.3698123031
358	0.369627278
359	0.3694398379
360	0.3692020979
361	0.3690785264
362	0.368746985
363	0.3684501848
364	0.3680919313
365	0.3679854812
366	0.3676378954
367	0.3675180217
368	0.3673665645
369	0.3669930155
370	0.3669270831
371	0.3665014717
372	0.366135693
373	0.3657959712
374	0.3654821305
375	0.3651415774
376	0.3648024023
377	0.3646335055
378	0.3643683759
379	0.3640457
380	0.3636869744
381	0.363310172
382	0.3630378938
383	0.362698824
384	0.3624148517
385	0.3620879316
386	0.3618807007
387	0.3615966205
388	0.3612335369
389	0.3609366973
390	0.3607647353
391	0.3604868211
392	0.3603529687
393	0.3600788947
394	0.3597860905
395	0.3595631723
396	0.3593037257
397	0.3589764771
398	0.358605979
399	0.3583517824
400	0.3580412017
401	0.3577148328
402	0.3572951335
403	0.3567687525
404	0.3564584005
405	0.3560834394
406	0.3555725516
407	0.3553418957
408	0.3551813328
409	0.3547836564
410	0.3545708575
411	0.3542983347
412	0.3539514502
413	0.3537431814
414	0.3533557707
415	0.3530913162
416	0.3529700377
417	0.3525092383
418	0.3520790468
419	0.3518921783
420	0.3516245171
421	0.3514649858
422	0.3514504524
423	0.3510672117
424	0.3509126667
425	0.3506690857
426	0.3502721398
427	0.349918798
428	0.3494791283
429	0.3489612962
430	0.3487190878
431	0.34826648
432	0.347980479
433	0.3476875898
434	0.3474737328
435	0.3473034284
436	0.347013358
437	0.3467214538
438	0.3465783454
439	0.3460495823
440	0.3458877565
441	0.3457490244
442	0.3455604916
443	0.3453414538
444	0.3450771446
445	0.3447891992
446	0.3445578571
447	0.3442672568
448	0.344120444
449	0.3438173926
450	0.3434506948
451	0.3430718529
452	0.3428889305
453	0.3425221448
454	0.3420894931
455	0.3419299908
456	0.341836334
457	0.3415650697
458	0.3414069479
459	0.3408742085
460	0.3406390033
461	0.3402346628
462	0.3400327266
463	0.3394471978
464	0.3393247033
465	0.3390137923
466	0.3386055914
467	0.3383806093
468	0.3380900486
469	0.337971806
470	0.3377684191
471	0.3375583658
472	0.337308757
473	0.3371311521
474	0.3367693961
475	0.3363947572
476	0.3361957182
477	0.3358162761
478	0.335578279
479	0.3352478765
480	0.3350763652
481	0.3349256384
482	0.3347529996
483	0.3343703912
484	0.3342879494
485	0.3339497117
486	0.3334900687
487	0.3332653934
488	0.3329459864
489	0.3327258718
490	0.3325590094
491	0.3323905744
492	0.3321431158
493	0.3320217128
494	0.3318255699
495	0.3315386408
496	0.3314435879
497	0.3310861594
498	0.3305627308
499	0.3302905754
500	0.3300307574
501	0.32983888
502	0.3295484913
503	0.3295307468
504	0.3293330142
505	0.3292163123
506	0.3290763535
507	0.3287713314
508	0.3286214892
509	0.3283851557
510	0.3280548068
511	0.3279663128
512	0.3276175197
513	0.3273545436
514	0.3270910548
515	0.3269998683
516	0.3268858118
517	0.3267770211
518	0.3266481103
519	0.3265987292
520	0.3263805736
521	0.3262903164
522	0.3259785775
523	0.3257798972
524	0.325593288
525	0.325415028
526	0.3252570547
527	0.3252118901
528	0.3250862249
529	0.3247905025
530	0.3247342957
531	0.3244710979
532	0.3243357451
533	0.3242232175
534	0.3238077591
535	0.3236078134
536	0.3233275442
537	0.3231479829
538	0.3226968296
539	0.3224149003
540	0.3222132068
541	0.3218769405
542	0.321616037
543	0.3215136392
544	0.3213480024
545	0.3209069855
546	0.3206534949
547	0.3204094543
548	0.3199705077
549	0.3198691178
550	0.3196258035
551	0.3194815492
552	0.3192234046
553	0.3190182378
554	0.3187627829
555	0.3186463671
556	0.3185468727
557	0.3180879281
558	0.3178730033
559	0.3177072448
560	0.3176507805
561	0.3173580193
562	0.3172607984
563	0.3170566887
564	0.3168081452
565	0.3166180814
566	0.3165442574
567	0.3163902967
568	0.3162728734
569	0.3159633334
570	0.3156469692
571	0.3155008729
572	0.3153496896
573	0.3152956226
574	0.3149473637
575	0.3148938229
576	0.3147137285
577	0.3144619447
578	0.3143120612
579	0.3140448084
580	0.3139275704
581	0.3137807154
582	0.3132531116
583	0.3128877152
584	0.3126544418
585	0.3125727222
586	0.3122795599
587	0.312142518
588	0.3118690419
589	0.3116421716
590	0.3114720373
591	0.3113154812
592	0.3111808464
593	0.3108680488
594	0.3102271413
595	0.3100565143
596	0.3097758882
597	0.3096934981
598	0.3095069549
599	0.3094761289
600	0.3093430254
601	0.30922412
602	0.309003835
603	0.3089024632
604	0.30869619
605	0.3084613725
606	0.3082753443
607	0.3081128672
608	0.3079254091
609	0.3077015274
610	0.3076410844
611	0.307444382
612	0.3072554306
613	0.3071017938
614	0.3067409821
615	0.3065663216
616	0.3063348204
617	0.3060696594
618	0.3057755181
619	0.3056036295
620	0.3052991285
621	0.3050145315
622	0.3048428142
623	0.304530878
624	0.3043661526
625	0.3041160965
626	0.3040192506
627	0.3038013464
628	0.3035318938
629	0.3032743391
630	0.3031444891
631	0.3031012407
632	0.3030224279
633	0.3028184074
634	0.3027453384
635	0.3025179172
636	0.3023826906
637	0.3021811554
638	0.302079999
639	0.3017905224
640	0.3016850894
641	0.3013374085
642	0.3011212347
643	0.3010167379
644	0.300807628
645	0.3007267196
646	0.3005812759
647	0.3003206578
648	0.3001533096
649	0.3000559611
650	0.2999315771
651	0.2996874506
652	0.2994805536
653	0.2993016181
654	0.2991814132
655	0.2990123354
656	0.2989453573
657	0.2985143443
658	0.2982738657
659	0.2981614156
660	0.2980246268
661	0.297812318
662	0.2975422462
663	0.2974022601
664	0.2972416904
665	0.2972004314
666	0.2970172941
667	0.2967851999
668	0.2967812849
669	0.2964804702
670	0.2961620879
671	0.2959314329
672	0.2958252822
673	0.2957006297
674	0.2955263303
675	0.2954679107
676	0.295405694
677	0.2953407769
678	0.2952543058
679	0.295124229
680	0.294939304
681	0.2948128217
682	0.2947968381
683	0.2946486278
684	0.2944510572
685	0.2943174555
686	0.2942454344
687	0.2940976785
688	0.2938497604
689	0.293590855
690	0.2934801476
691	0.2933974254
692	0.2933289913
693	0.2930487315
694	0.2929452913
695	0.2928806516
696	0.2928019034
697	0.2925345191
698	0.2924193578
699	0.2923362636
700	0.2922077115
701	0.2921668165
702	0.2919074732
703	0.2917123979
704	0.2916412339
705	0.2914870416
706	0.2913070707
707	0.2912889384
708	0.2911885018
709	0.2910492511
710	0.2910114349
711	0.2909385949
712	0.2908291494
713	0.2907585737
714	0.2906681447
715	0.2904653399
716	0.2902717305
717	0.289912638
718	0.2896734239
719	0.2895047515
720	0.2893456257
721	0.2891197485
722	0.2889488323
723	0.2886612131
724	0.2885885676
725	0.2883861656
726	0.2882587212
727	0.2879581927
728	0.2877367594
729	0.2875707989
730	0.2870106428
731	0.2868312196
732	0.286620129
733	0.2864049531
734	0.2862638023
735	0.2859703565
736	0.2857510553
737	0.2853880882
738	0.2851707338
739	0.2850819739
740	0.284946488
741	0.2849049996
742	0.2846572466
743	0.2845341889
744	0.2843794514
745	0.2840962589
746	0.2839329023
747	0.2837153809
748	0.2834398866
749	0.2831595652
750	0.2830741282
751	0.2829689193
752	0.2827767902
753	0.2826000254
754	0.2822217851
755	0.281989431
756	0.2818456199
757	0.2814562493
758	0.2812851519
759	0.28116509
760	0.2809888409
761	0.2808526167
762	0.2806139322
763	0.2804667877
764	0.280251905
765	0.2800869366
766	0.2799316637
767	0.2798426878
768	0.2797995119
769	0.2796553153
770	0.2794710591
771	0.2793322601
772	0.2791450987
773	0.2788718111
774	0.2788333096
775	0.2784253482
776	0.2782510895
777	0.2781301168
778	0.2779632652
779	0.2778293117
780	0.2776419043
781	0.2776221246
782	0.2775076794
783	0.277426081
784	0.2772490781
785	0.2770372971
786	0.2766361439
787	0.2765855674
788	0.2764930598
789	0.2763508784
790	0.2762633905
791	0.2761883969
792	0.2760463281
793	0.2758951145
794	0.2757017339
795	0.2754768777
796	0.2752346468
797	0.2751271664
798	0.2747550107
799	0.2746547207
800	0.2745187531
801	0.274235419
802	0.2741212184
803	0.2737634858
804	0.2737500258
805	0.2737055802
806	0.2734683245
807	0.2732103417
808	0.2730748241
809	0.2730113122
810	0.2728192642
811	0.2726607443
812	0.2724038901
813	0.2722876137
814	0.2721461367
815	0.2719996519
816	0.2718555445
817	0.271721618
818	0.2715019915
819	0.2714132711
820	0.2712872306
821	0.2712322697
822	0.2712095991
823	0.2710132153
824	0.2709180683
825	0.2706923667
826	0.2705265084
827	0.2702324911
828	0.2701602295
829	0.2699587383
830	0.2698348355
831	0.2697560723
832	0.2696174674
833	0.2695838341
834	0.2694795426
835	0.2692502902
836	0.2691696457
837	0.2690192899
838	0.2688047877
839	0.2687990485
840	0.2684826512
841	0.2681198152
842	0.2678794287
843	0.2677125928
844	0.2676043208
845	0.267360617
846	0.2671162951
847	0.2668410117
848	0.2667870956
849	0.2666604072
850	0.2665047032
851	0.2664328479
852	0.2663894081
853	0.2662659859
854	0.266114972
855	0.2660467317
856	0.265916594
857	0.2657616393
858	0.2656056415
859	0.2655045975
860	0.265368974
861	0.2652825573
862	0.2650956798
863	0.2650325963
864	0.2648899484
865	0.2646713279
866	0.2645374978
867	0.264344625
868	0.2642703895
869	0.2640912897
870	0.2640025571
871	0.2638130434
872	0.2636157456
873	0.2634835375
874	0.2633297891
875	0.2630606381
876	0.2629831373
877	0.262868754
878	0.2627871657
879	0.262719158
880	0.2625251097
881	0.2624327474
882	0.2623483853
883	0.2622890663
884	0.2620956515
885	0.2618865794
886	0.2617088285
887	0.2616225452
888	0.2614977004
889	0.2611718413
890	0.2610179555
891	0.2609524881
892	0.2608163445
893	0.2606908674
894	0.2604132368
895	0.2602894152
896	0.2602315663
897	0.2599755465
898	0.2599621472
899	0.2599179
900	0.2597825136
901	0.2597075042
902	0.2595307659
903	0.259442342
904	0.2593571947
905	0.2592447686
906	0.2591375363
907	0.2590405824
908	0.2589513177
909	0.2588983338
910	0.2587106264
911	0.2586726129
912	0.2584969209
913	0.2584093311
914	0.2581501376
915	0.2579582957
916	0.2578791567
917	0.2576519279
918	0.2573549747
919	0.2572632578
920	0.2570920827
921	0.2569521819
922	0.2567423024
923	0.2566516046
924	0.2565300427
925	0.2563360329
926	0.2562195823
927	0.2561299576
928	0.256011539
929	0.2559569624
930	0.2559010729
931	0.2558691071
932	0.2557575377
933	0.2555445329
934	0.2553664811
935	0.2550609426
936	0.2548790911
937	0.254743716
938	0.2546895292
939	0.254604537
940	0.254539095
941	0.2544286413
942	0.2542740354
943	0.254193427
944	0.254185786
945	0.2541001465
946	0.2538704431
947	0.2538329647
948	0.2536521381
949	0.2535716308
950	0.2534029957
951	0.2532896646
952	0.2531030583
953	0.2530507969
954	0.2528829687
955	0.2527027361
956	0.252630792
957	0.2525384895
958	0.2524107861
959	0.25232641
960	0.2522692948
961	0.2521254169
962	0.2520450523
963	0.2519095127
964	0.2516901334
965	0.2516497821
966	0.2514329627
967	0.2512823702
968	0.2510958138
969	0.2510377356
970	0.2509631591
971	0.2508903912
972	0.2508409648
973	0.2507892273
974	0.2506615348
975	0.2505589248
976	0.2504105411
977	0.2502907887
978	0.2502398506
979	0.2501452982
980	0.2499762838
981	0.2497206527
982	0.2493738238
983	0.2491891149
984	0.2490301203
985	0.2487601043
986	0.2486483491
987	0.2485576338
988	0.2484208221
989	0.248321276
990	0.2482063141
991	0.2481247988
992	0.2478103638
993	0.2476769066
994	0.2475660758
995	0.2471333226
996	0.2470688591
997	0.2469427595
998	0.2468537669
999	0.2467119951
